id_tweet,texto,sentimento
861269188840742914,@leticia_aliaga Hahahaha queria tá :(,negativo
861299990089609217,"Já não consigo ver da outra maneira, já só vejo a puta do candeeiro :( https:t.co5LIqg8hjgh",negativo
860122011812671488,ainda nem comprei o Felizmente há Luar :-),positivo
860559876845699074,gasto todo meu dinheiro com remédio :(,negativo
860258371529789440,@eduaf25 Boa noite. Me informe seus dados por DM para eu poder verificar sua internet. :),positivo
861058640794578945,to mais feliz comigo to de boa em relação à escola mesmo com algumas recuperações me cerco de coisas boas e gente que me faz bem :),positivo
859833393277784064,@GuiaBanheirao dá RT q se alguém de Ribeirão Preto tiver a fim de putarias e banheirao e lances em lugares públicos é só me chamar na DM :),positivo
860799415216418816,acordei trist e com uma sensação ruim :(,negativo
860847458167001088,Esses dias coisados só deixa a gente mais triste :(,negativo
860289344396967936,@sidneywireless Sempre seremos bebês pros nossos pais :),positivo
859816620079943682,@XXPETITPRINCE Não sou :( bico,negativo
860653294577954816,meninas eu n tô sabendo de nada da prova de amanhã e tô com um puta sono :(,negativo
859560765220691968,Não sei como e não sei porque eu sou fã desse loco mas peço encarecidamente pra só respeitar o trab do cara @StoneDYooDa :),positivo
860209014365401089,"@TioPein Obg!!!Desculpa mais acho que vc n percebeu,dei uma errada na parte do Necrófilopois esqueci de colocar o O,mas obg :)",positivo
861300496660914177,@vfiumari @anafmarrtins @gpaupitz Só chegou a essa conclusão agora? :(,negativo
859849962422710273,"Sinto falta das conversas que vão do bom dia ao boa noite, assuntos aleatórios :(",negativo
858940787937202176,Agora deu vontade de assistir Juno só pela trilha :),positivo
859098130184384512,Vi um relógio da armani dourado. Como eu queria ter dinheiro agora :(,negativo
860587866145136640,@DiogoM125 És mt burro ! Não fazes anos dia 1 de agosto ent és leão :),positivo
858960793148194817,@emiliaacardoso Ei cadê vc :(,negativo
860456109110435840,"aí, pra quem queria print. Obrigada! :) https:t.cokJdxC5K53C",positivo
858965806708924418,@iamblackbear VAI SE FODER MANO EU TE ODEIO AF :(,negativo
860736378753228800,@Dudu Pesado :(,negativo
860608346747002881,@_scomazzon um pouco... queria gravar um vídeo pro canal :),positivo
859742513493663744,"Trânsito delícia, 9:12 e ainda tô na praia de Icaraí :)",positivo
861199327275962368,O stewie de family guy está triste pq o brian morreu... That is so sad :(,negativo
860041061342879744,@Gouvilar Materiais de Construção das Beiras :)  4Best Studio - Viseu  New Media Studio #Design #Web #Marketing https:t.coTfOTcgL6ks,positivo
859196221457563650,01:01 vou-me foder amnh de manha :),positivo
859292547394490368,@nofunyixing saudades de ti também :( desculpa estar sumido,negativo
861040380267163648,"Porque maneveiro pedi a música Saudades do tempo nas rádios o dia todo, graças a Deus meu twitter voltou :)",positivo
860414021438234624,Bom dia :) . Credits to @liketheshewolf . #bookworm #goodreads #book #bookgram #instabook #igreads #reading #read https:t.coDjOXILb2Yb,positivo
860337461830049794,@C3M4R @borgesrick De rien ! Tem outras bandas bem legais mas não me lembro agora o nome exato. Gosto mais dessas daí :),positivo
860620894892380161,"aaaa difícil escolher,acho q o hoseok aaaaa :( #BTSBBMAs https:t.coAfQhTc4EFV",negativo
861228966329364480,Queria uma metadinha do galo :(,negativo
860919899203522560,Mal  Eu To :(,negativo
859088201247543296,"A enfermeira estourou a veia da minha mão ontem, agora parece que coloquei uma biloca por baixa da pele :(",negativo
858858862639763457,"@hebenaoacamargo Obg, gato! :)",positivo
860440152568733696,#SENSE8ISBACK e pensar que só vou poder assistir daqui uma semana :(,negativo
860898528213729280,não curto nada q brinquem com os meus sentimentos :),positivo
859329340462567424,"@happiness1906 da próxima, irei também a Alvalade :)",positivo
859752230479638528,Olá! Tenhamos um grande dia :) bora lá,positivo
859262446254641153,@uhhjubs ahhh minha aula termina mais cedo :(,negativo
861321304758243329,@higor_luna @Cruzeiro Ta certo :),positivo
861026579216035842,@AliceGobbiBR @mandstoledo Forças moça... :(,negativo
859645055228923904,@samuelrhbn Admiro vc por ser inteligente e esforçado :) boa sorte sazoel,positivo
859765592148103168,@LauraAlbornozD proximamente :),positivo
860095327105404928,"crack é epidemia, esses loucos usam droga de lacoste :(",negativo
859282317013078016,CONSEJOS PARA EVITAR DOLOR DE #ESPALDA :) https:t.covx24OiedEa #fitness #yoga #salud @vivafifty @comsalud @VerticalFitBcn @FlTNESS @DrOz,positivo
860725440079593474,"Nois é feio mais sabe formatar computador. A beleza acaba, problemas no PC não... :)",positivo
860545201101824001,@motrena Foi o meu voto :) bom apetite,positivo
860558838239571968,"@DALLASENSER Obrigado por me seguir, em breve darei follow :) #TuitUtil https:t.co0Js9UMVllT",positivo
859620368000188416,Não queria que a Caroline tivesse saído :(,negativo
859954680830586880,Sorrisos são as melhores camuflagens :),positivo
860589935442657280,Deus ajuda quem trabalha :)  Se sentindo cansado ...,positivo
859745619103014912,@_VictorGasperin o meu ja se foi :(,negativo
859389132279345153,Bom dia pra você que acordou agora! Tô me acostumando com essa vida. Pena q tem dia pra acabar. :( https:t.co9xlSEOmrTh,negativo
860624553776730112,@LauraLag5 há algum tempo postei no fb quase todos os memes dele :),positivo
859849110601555968,@MarcosXi de boa. uma hora a gente vai se esbarrar d novo. risos :),positivo
860832521268989952,@Munch_RL No problem no problem :),positivo
859783261773598720,@mariprochazka mariiiiiiiiiiiiiiiiiii parabééns!!! não odeie &lt;3 seja muito feliz e maravilhosa como tu sempre é e foi :) tu merece!,positivo
859239150679187459,Eu to é orgulhosa desse mulherão que eu me tornei :),positivo
859541406091706370,@_sfmf__ @ruben_oliveira1 Ya para quem nao ia :),positivo
859102076315598848,"@GABRIELPlNHEIRO Foi na minha terrinha, Rio Grande. :)",positivo
861025113130631168,@Mary_Juanna13 opá ahahah era especialidade :(,negativo
859330610581700608,"@maracujinha deverias ter vindo ter comigo que ias rir um pouco. acho que te faria bem :) vá, qualquer coisa, manda mensagem e desabafa",positivo
861063349299286016,Já que ninguém fala comigo né :)  assistindo A Menina que Roubava Livros (filme),positivo
859097611009130496,O que achaste dos amigos da Carolina ?  Parecem porreiros :) Não falei com eles  https:t.co9oe10iiQle,positivo
858813078888222721,@dino_baggiooo sil sil :),positivo
860181006179082240,ja bateste a alguma rapaz depois de ele te beijar repentinamente?  Já :) https:t.co2gYUAm3JwG,positivo
861193316821585920,"@xSilverGamezx Pois, felizmente, um dia de trabalho para mim é o equivalente ao lucro do teu canal todo. :(",negativo
861197339779792896,@Beatriz_CND é verdade!!! lindíssima :(,negativo
859606698247565314,"Eu tô muito bem. Sério. Há sempre coisaspessoaslugares que fazem falta. Mas hoje, aqui e especialmente agora, eu me sinto infinita. :) :)",positivo
861027200170172417,to com sdds da era do real fantasia :(,negativo
860660904869998593,@sophiachocolov @singlesomic @projectsophia @RebelKesta @apegadacomsomic claramente vemos que só converso com você aqui :(,negativo
861084090124075008,Ela não vai me seguir mesmo :(,negativo
860227201215725568,@namlais queria muito mozao :(,negativo
860511599035133952,twitter ainda não me deu parabénsso sad :( https:t.coUb9GGTsxai,negativo
860707849630101508,@crfgaabi @QuintelaEsther Ok :( Boa noite ae pra vocês. Fuuuii,negativo
859858075624321025,"@allyprudente Compartilhamos o mesmo utt, me abraça moça :)",positivo
861314859228696576,W. SILVA NAOOOOOOOOO :(,negativo
860813146596024323,"Ah, adiviiiiinas.  Nooooooooooooooooooooooooo :( cagondeu https:t.cozvDqvnp6R8",negativo
860904808244539392,@luccaslemes eu tbm queria :(,negativo
860833811256541184,@patraqs Mas eu não sou mentiroso :(,negativo
860581422591074304,"@whois_agais @MarciaCogitare Monaís, podemos te enviar alguns adesivos caso queira :) Nos chame por DM",positivo
859363094040129536,Começar o dia gastando 280 reais é a melhor forma de realmente começar o dia :),positivo
858844477913530368,tava olhando as fotos que eu tirei ontem e só vi osso :(,negativo
860893796472631296,@WildHater Emmm vale :),positivo
861264495477436422,#FelizDomingo rumbo a la felicidad!! NATALESPUQ PUQPMCPMCOSORNO OSORNOTCO TCOSCL :),positivo
859984600994545665,@kaisoossi o que houve :(,negativo
860217105937027072,"@GaSapienza @Descontrolllada @alienador Ah, então deixa eu te enfiar mil agulhas bem fundas pra ver se vc não se machuca :)",positivo
860831609884463108,@heartfullstar eu tinha esquecido o quando eu gosto do bae :(,negativo
860937831480537091,Trinta e três - Jimin e Yoongi estão perfeitos como sempre.. eu to mal aqui :( GO ARMYS  #BTSBBMAs,negativo
860217099813347328,Achei q ia te ver no show :  n deu pra ir :( https:t.co6dnkioCPsX,negativo
861314995329654784,@bibitatto TU CURTIU MINHA RESPOSTA A AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA  Obrigada :) E que voz linda em,positivo
860495164439240704,você é muito fofa :( https:t.co0aEqRFIfYJ,negativo
861084414092210176,bebês que eu amo :( https:t.coTElUTeeVBY,negativo
859740545178120192,@simutz_ Tá foda :(,negativo
859817679183630336,"todo vez q vou ao 09, quase todo mundo já foi embora :(",negativo
859012918679097344,@gleamofari Ahhhh vlw :),positivo
859849504878727168,@_NateRamos kasdjkasndjka que papagaio incrivel!!! mas infelizmente meu coração não aguentaria se separar da margô e nem criar um pássaro :(,negativo
860314798650798080,Lembrei do melhor presente de boa noite que já recebi na vida::: um bolo de pote sabor prestigio. Achei que tinha foto aqui pra relembrar :(,negativo
859895027308343296,@Majo_saldanav Joa necesito de ti :(,negativo
859549666567913474,@nayane_linsPM Conta sim :) #DafBama2017_BigBang #DafBAMA2017,positivo
859927841273782273,@heytavinho nem pensa nisso :(,negativo
860065324204531712,We love Portimão :)  #portimão #algarve #sidecar #tours https:t.coxGSSzeDRdp,positivo
860330144661200896,@271CN Sério?! Mas por que? Tem vergonha? :(,negativo
859027720398942208,Não me apetece estudar :(,negativo
859420066391220224,Amanhã tem Juventus e Buffon na Champions :) https:t.co0H0L28j7nQ,positivo
859927412552986627,@CPlayerr AEI NINGUEM FALA COMIGO;-;-;-;-;    :(,negativo
860890792205877248,Nada de boa tarde!! :(,negativo
861240230795399168,@Karapot27 @OneMusicPH PC po e :(,negativo
859045284189483008,.@trucefortyler 8. bolo :),positivo
860106855267405825,ele é todo bebezinho :(  https:t.cofEzckaBaxI,negativo
860737239860510722,@rberrucho :) beijinho.,positivo
859396954320535552,@10h35am está previsto para o segundo semestre :),positivo
859280744547536898,Eu queria ta cnvs :(,negativo
858824857181618176,ai adorei :) https:t.co1eW6VX9Qls,positivo
860513741770829826,n significo nada p ngm :(,negativo
860556127804809216,"@ojpsoares Nega nada, principalmente pra mim :(",negativo
860212156863795202,"Não acho um papel de parede decente, então faço os meus :)",positivo
859281004070141952,mais uma semana vai começar... mais mentiras... Eu estou bem :) https:t.cof166d4g2Pz,positivo
860592118699626496,"@gkswramalho saudades também, lindona!! você sumiu de Macaé :(",negativo
858887840356347905,vo sai do site to mt carente eh proibido p mim vê esses gif :(,negativo
859635189693255680,queria ser advogada :( #BTSBBMAS https:t.co6TDobP2VN1,negativo
860264976925302784,O pote ainda tá cheio :),positivo
861029180523376640,@kahpereira87 Coisas da vida :),positivo
861218149299085313,@Anmaster4 @wuantt obrigada :),positivo
859782684457009153,"@nadanovonofront Precisamos estender o senso de PARÇA, isso sim. :-)",positivo
859001238196801536,@zecaneto_ nops.. ainda sem celular :(,negativo
859865356306964482,@thundergoat22 Na verdade eu dps reparei nisso mas como tava a ter bued rtt deixei tar :),positivo
860550526978715649,@donaa_maria Não por isso :),positivo
860155208445440001,@kaoanhmoreira dia pq de bom p mim nao teve nada :(,negativo
860873894894415872,Você já perdeu alguém que deixou saudades ? Ou supe...  N sou do tipo que supera as coisas facilmente :(  https:t.colN1uuQbLtr,negativo
860121126109929472,Pedindo mt à deus pra afastar de novo esses pensamentos errados de mim :(,negativo
860464553246826498,to aqui no curso lllouca de sono :(,negativo
860004780755877888,Eu levo tudo com pensamentos tão positivos que talvez isso acabe prejudicando as coisas :(,negativo
859762666407178241,@gpsergio @viviangarciac @danielca12 @pastor_camino Pésimo :(,negativo
860440156309946369,Precisas de ajuda para organizar o teu espaço de trabalho? Dámos-te 10 exemplos para te inspirares! :) https:t.colAZkfUI1qh,positivo
858858982806519809,"Você é legal, não importa o que falem :)",positivo
861261956241641474,um......oh??? :) #80sTM,positivo
859226104510500867,@Artner_ tem a rota das cachoeiras em corupá (sc) que é MARAVILHOSA não sei se é isso q vc tá procurando mas da uma pesquisada :),positivo
858918133410783232,Me dio gripe. :(,negativo
859775940469170176,@graciosaguedes Aahhhh :( já tentou reinstalar o app?,negativo
859607287891193856,"nem acredito nas coisas que estou fazendo ultimamente, e espero que seja assim pro resto da vida :)",positivo
861227692695445506,A saudade chega a doer :( https:t.coMudnh3bxl3,negativo
861018575112474628,@polianaapr já vou :),positivo
859126894666670080,"@mrsquintas Pessoalmente acho que há coisas com as quais não combina,mas falo em titulo pessoal :)",positivo
859052138244255745,"tou assim só um bcd fdd p mini teste de mat, só um bcd :)",positivo
860636447086432257,O YouTube bugou a box novamente affs :(,negativo
861322482342559746,Oq vc acha do seu irmão?  Ele me irrita 24h por dia :) https:t.coqtrlRJw9Zt,positivo
859534350735597570,"orra falei que ia dar um ar de nhacoma e pá, mas to loco p f1 :(",negativo
861023582742294528,ninguno :( https:t.coO5JG20WbZ5,negativo
860937315862138881,"@pedro99_ @bonitinhonub @DoisPontosMusgo @MIGUEELRico @camilarock2 Espera mais mentions nossas, tuiter ta bugado &gt;:(",negativo
858983411935064064,@biaabraga28 Tira a tua conta de privado para eu poder dar rtt e mostrar as pessoas o quanto me adoras :),positivo
859735148476104704,T-Rex se classificou em primeiro lugar na Chave A do Campeonato Catarinense :) https:t.co8mevB6qzVp,positivo
860601150684483584,"@SmeagleK161 trás os dois, assim os dois lados ficam felizes :)",positivo
860436770563002368,"Recém chegando, corpo cansado mas a alma mui leve. :)",positivo
859621296715571200,Lucas Yotumoto olha o salto desse cara :) https:t.coMYUDO04F2x,positivo
859801162731724800,Bom seria se fosse só pedestal. :-( https:t.corLNUekNR7E,negativo
859803164295430144,@JhonyLnck Nacho vem aí :(,negativo
858902606168641536,@35sango35 Compara preço e durabilidade :),positivo
859986347548979202,ah que sdds :(,negativo
859621994911944706,eu quero votar e não posso :(,negativo
859309890598293505,"@amorimvivian_ Ô meu Deus, vem cá. Não chora. :(",negativo
859560854949421056,Que frio :(,negativo
859131211486199809,"Como as coisas tão, o @Minizordz vai levar carry todos os dias :)",positivo
859209653980418048,Delicia em morena  :) https:t.coImS3hmNgkn,positivo
860203151827361793,queria........:( https:t.cozxx7ILQf7w,negativo
859854113219149825,@BibiMyChubby Eu sei :),positivo
859861995411124224,@Carolineaid @Alexcentrique Mais pq ? :(,negativo
860479677709922304,@hansendanger Obrigada :),positivo
859788615152521216,@mequiflauer @rockinrio então não sei :(,negativo
858969792103014400,Así me sinto eu ca chegada de maio :),positivo
860092760602423296,"Sorte que eu tô aqui, se não esse caralho tinha machucado bem mais ela :(",negativo
860235303826673664,minha mãe pediu pra eu me afastar um pouco de estádio :(,negativo
859695319721836544,INTERNET MOVEL: O periodo para navegacao gratuita terminou. A partir de agora sera aplicado o seu tarifario de internet. Obrigado. :(,negativo
861315939723341824,@shippadeira_ Foda :(,negativo
860512690694967296,@subutramina Tentei chutar um lugar em que os jóvenes do Twitter poderiam ir. :-) Mas só serve almoço agora. Vim pr https:t.coM4RMTdpqA3,positivo
860260217774374913,BOGO SIPDA #BTSBBMAs nn sei oq escrever :) .......,positivo
860635023409631232,"@cpaupitz KKKKKKKKKKKKUASHSUHSA, eu só to aqui escutando os emos de sempre :(",negativo
859900718916018176,eu aqui a imprimir exames de pt de 12 ano para estudar amanhã :),positivo
860561520350113792,"- Professor, quantos anos você tem? - 34. - Nossa, você não parece ser tão novo! :(",negativo
859833843657973769,@T179H Aquele emoji de chorinho ficou zoado. :( DSNLKFSDG Mas agora tá calorzinho e eu estou mais feliz. Pelo menos https:t.coQKVAsVqcAr,negativo
858907192304467968,Divulgando e enaltecendo :) https:t.copP6dhPgBWn,positivo
859880255867236353,"@Annabpb Simmm. Quero mt. Acho q já deveria ser vegano, mas é tão foda :( principalmente fora de casaa.",negativo
861279056293240836,Precioso post de @merceroura :-) https:t.co03R9TyGeSF,positivo
859082331344310273,Inveja de quem foi no show da Anitta ontem :(,negativo
861260911914385408,@santannalolo pelo menos é bom :),positivo
859099894174408705,"@tiagocharters @domingosmiguel @Shyznogud Thx! Já lá tinha ido, mas não parecia. :)",positivo
860325874243166208,rsrsrs  :) https:t.colcpHyrrbGY,positivo
860774038213361664,Rita Alves estas sim são giras :) https:t.coz5CGaiDrjS,positivo
859163551663087618,@PessoinhaDoPepo Isso n foi nd pra isso :) https:t.co0ViHL1pUcS,positivo
861320937110732801,"Mãe, tô com duas notas vermelhas do boletim :(",negativo
860022620288421888,Quem já usou? :) TEM AQUI: https:t.coZQzZk2AYIx  E também pelo whatsapp: (11) 998176681 https:t.coNXqeewtLtX,positivo
858915144251973632,@NicooLampasona Mentira :(,negativo
861325509527035905,"@vaggelis_bsb @justdu @ReginaSalomo @lufeba @claudinogeo @fernandopenin @arnobio1969 @Nilson_de_Vix @FFrajola Parabéns, Grego. :)",positivo
861025629906644992,E já estou com poucos dados :(,negativo
859717595351715846,Recebi um mail do stor de pt agora :) tá com vontade o homem,positivo
859403494771609600,Aquela MPB de leve logo de manhã :),positivo
859353717807755264,Casa vazia de novo :(,negativo
858886611030900737,toda vez que meu coração fica apertado assim a saudade do mar triplica... que coisa. :(,negativo
859152006719692800,Minha linda princesa :) love tou @biaandlucas https:t.co2gM4hOGs4q,positivo
860633098953928704,a nao :( https:t.cofF8LrmQSGd,negativo
860558490305269760,Oq acha de gabriel codeço  acho que não conheço ele :( https:t.coaKYXh7NKM3,negativo
859664856177311744,Bom dia  :-),positivo
860456572081799168,@UniTarabori presta atenção na aula &gt;:(,negativo
858840726809038848,eu chorei junto nessa cena :( https:t.coXb9FYC96ev,negativo
860065554828316673,@rntdcarvalho de volta ao tumblr :),positivo
860173873932795905,Ih gente esqueci a marmita :(,negativo
858947945995128833,Camila ainda não ficou on :(,negativo
859731857126174721,@RennanAndrade14 to com sdd amor... :(,negativo
861200930661969928,não quero mais sair da paraiba mas hj eu já tô voltando :(,negativo
860360106864726017,"eu queria que você sentisse a minha falta porra, me chamasse pra conversar :(",negativo
860153594527576064,"é nois nas fritas beta lab :) - Se você não gosta de recomeçar, pare de desistir. #umRei",positivo
859386795276021761,Tentaram entrar na minha casa de novo :(,negativo
860944032180187136,Vai rolar essa .. :)  07Maio no BAILE CHARME DO GUTO DJ - 16Haté22H  Local: Méier - Clube Mackenzie (Aonde... https:t.co4qfpEPBEyU,positivo
860475857898545152,@ale_barbieri Deu mesmo! Valeu! :),positivo
858976364841623552,@formarloscruz @caprichOreality Que Lindo! :-),positivo
858855506559021060,"Tais em call com o mais pfto de todos né :)  não, tô na call com o guto mesmo kakakakkak https:t.coMyiohYUPoC",positivo
858840169914544128,@Keniavlza_ Listo linda :),positivo
860178713828261892,"Tô rindo, mas nem almocei ainda :)",positivo
859986604605276160,@willian_ro Eu tô :),positivo
860361054827810816,@itsjauregrey infelizmente a vida não facilita essas coisas :(,negativo
860543038246047746,ai não :(  porra  tocando belchior no restaurante  as lágrimas encheram meus olhos NA HORA,negativo
860479324453036032,Assistam o nosso novo vídeo! :) https:t.co3OEPXgi7jP,positivo
858990214026547200,@_joannasantana tambem :( kkkk,negativo
860172721820504064,"@AqueleRodri @juliaricardoo Como já deve ter visto, não! O RU está em reformas durante este semestre. :(",negativo
860902354199207936,"@lightizzys @dwnedehaan é marromeno, sabem a driana? diz ela q foi a mesma coisa, se não pior lá :( e a krysten rea https:t.co1NFHNCW7L5",negativo
860541890193698816,"tava na esperança de ir super bem na prova de mat, mas não foi o que aconteceu :(",negativo
860801330721542144,Mas vou ver mozao :),positivo
860571852997099522,@marcussobeatriz Oxeee. DM é pra isso :),positivo
859089839043616769,@Foxirinar segundo essa imagem #BTSBBMAs é a oficial mas a #BTSBBMA também é aceite :),positivo
859894394442436610,@stefanysantos__ vai ter lista das coisas que eu fiz depois bb? :(,negativo
860220197210394625,@JohnBLima Já to falando pra fazer!!!!! Eu ajudo como puder!! :),positivo
859380651962904576,Participando e Compartilhando! :) https:t.co53bpVzWsoy,positivo
859594409314332673,não entendi nada mas tão bonitinho :) #BTSBBAMs https:t.copNeSHEcfOb,positivo
859192567581290496,"@ManuelFdoVale1 obrigadaa, é muito bom saber que alguém lê, dá valor é compreende o que escrevo :) obrigada",positivo
860796204464181248,@erik_oj e quando percebe já é segunda de novo e não dormimos nada :(,negativo
860154148112797702,@Snoodyboo Felicidades :),positivo
859376573417500672,@_coleoptera_ Tu não és burra Jo. Só sentes que queres algo mais que uma simples foda de uma noite :) Não se trata https:t.coY9lRaYvHvO,positivo
859843316199903233,Oi twitter hoje eu senti vontade de escrever :) e advinha? nao tem ninguem pra conversar entao vai ter que ser voce mesmo,positivo
859370139040591872,@youofshit amo você :-(,negativo
859819871617650689,Odeio ver meus amigos tristes :(,negativo
859825052908494860,estou mal :),positivo
860827485147205632,"passei duas semanas sem assistir p poder superar os outros episódios, p voltar e continuar sofrendo tanto quanto :(",negativo
860557202070921216,"@enzomandetta Mor, tô meio merda fisicamente :( mas se eu melhorar até à noite: eu te aviso ",negativo
859266517489332226,@baielas obrigada :),positivo
860902395445948417,"@IsabelaaFreitas amor, quando der vê sua dm.. :(",negativo
860500898115723264,"Eu feliz por finalmente camisa feminina de time sem decote, mas é infantil na verdade :(",negativo
861272980835512321,"@anapaulastu aaaaaaaaaa pois é, eu acho que ela em ny mesmo :(",negativo
859612826851266560,@appelfeler Dorme bem :),positivo
859629945500438529,Pensando seriamente em ter um coelhinho :),positivo
860516993321095168,"Hoje é o aniversário da nossa repórter Mariana Dias, vamos desejar Feliz Aniversário pra ela? :) https:t.coFmTTNOIkEe",positivo
859553870946619392,@Dg_Oliveer13 Segue de volta ou Unfollow :),positivo
859553099555508224,Agora na 106.7: Emoções em Dose Dupla com Henrique e Juliano :) https:t.coKglLxZ9AQl,positivo
860543106533535744,Eu pensava que era facil ate perder o meu avô :( https:t.coJv6ZGR92XB,negativo
859156891821277185,Seja muito bem vindo maio :),positivo
860157028924358656,"A padaria tem sopa todos os dias, menos hoje que tá frio :( #MurphyOnipresente",negativo
860034216888864768,Quero saber como vcs tuitam a tag e frase até cem sem dar erro. Aqui não vai :(,negativo
858851254025560065,"@btsbrazil_twt @junghosheok @BTS_twt ok, obrigada :)",positivo
859608077091434496,@Nickyyyy_77 @Hot_Bangtan @BTS_twt OK obrigada :),positivo
859111013010026498,"aaaa vou ficar o dia todo sem fazer nada de novo pq o luan e anne n podem mais sair, a gabi ta trabalhando e a mari tá morrendo de febre :(",negativo
859834767344316416,Eu so queria que me tirasse fotos :(,negativo
860090676545032192,"@mendesjonjon Não é forçada, nao fala assim da gente :(",negativo
860360815744077828,"mh mãe  veio p casa desde domingo,to c tanta sdd :(",negativo
861208142260162560,@afetoluanjo é a verdade amor :(,negativo
859285862407909376,@spiderwhisper @ZorGabor @sozekeyser Obrigado aranha a patinhar pelo Twitter :),positivo
858840247374823424,@sorisosband  mostra o número dnv pq quando ia add no Zap sumiu :(,negativo
860209192468197376,"estava com bloqueio criativo, porem acabei de fazer um desenho :):)",positivo
859855516989886467,Vou tentar colocar na melhor qualidade possível :)   #BTSBBMAs ARMYS ON https:t.co0KAVteAsJQ,positivo
859010886241013760,@maunovicci JURA??? :(,negativo
859774960847532033,a pledis deixou pristin descansar :( espero que minhas meninas estejam bem e que os lixos parem de encher o saco da minha bebê kyla.,negativo
860981982716719104,vim pra uberava há algumas horas e já tô com sdds do alvrim :(,negativo
861325311622995968,Não é mole não  É o maior Campeão do Paulistão! #VaiCorinthians :-) Caiu em Itaquera já era!!!!,positivo
861299665958043648,"O Flamengo ta perdendo, poxinha :(",negativo
859913765852262400,BBBBBTTTTTSSSSSS! To com sono de tanto votar.. aiai. Mas vou continuar né :)  #BTSBBMAs,positivo
859045018245484545,Aniversário com Dullius :) https:t.coynYjP8lzbY,positivo
858901953606279168,Camille foi dormir pq eu dormi :(,negativo
859927855081369600,Que legal saber que vai ter outro show do meu ídolo no meu estado e eu não devo poder ir de novo :(,negativo
860121931416317952,"@Vanny_Lej ô Vaaaannnnn, fica assim não :(",negativo
859772036503269377,@tranzamerika Que invejinha :(,negativo
860189992903213056,@itsrafaroxo Ludimila não presta :( Sorry.,negativo
860864424827129857,pleno sábado sendo obrigada a estar feliz às 10h ah mas era tudo o que eu queria :),positivo
859791367245103104,Primeira sem barba :( #fresno #black #instaboy https:t.co5LJQndUMek,negativo
860634806882881536,comprei um sutiã bem bonito :),positivo
859141780222160897,"Ei, velox, vai tomar no cu :)",positivo
861034424602959876,"Estou órfão de animes e séries, aceito indicações :)",positivo
860947601000202242,Quer Trabalhar Na internet?- Segue nesse fluxo :): https:t.coDrplEsYsXX via @YouTube,positivo
859716447899136000,Olha quem eu encontrei no #badoo :) ela não é uma gatinha? https:t.coutb0QgZrVR,positivo
860716196928385024,@janalobo Tambem foi ótima! :),positivo
858898944478334977,"tô triste pelo que aconteceu com a jade, a thay tá tão tristinha. me corta o coração ver ela assim :(",negativo
859744143282761728,bar :( : e3f4cb97-d2ed-45bb-a26a-36dde3acb1bb,negativo
860938695892979713,"É a rodada 710 eu errei, sorry :( https:t.coYsqw2aWf3o",negativo
860091227026456578,"Tive uma sinusite ontem que quase morri, passei mal demais :(",negativo
859663599442284544,Ta bom :) ndmsmsmsns #BTSBBMAs https:t.coRJBkWEwMYb,positivo
860838987824549889,Ola bom dia não quero estudar :),positivo
858889591062974464,@Laisecarrvalho_ eu tambem gosto disso em mim :),positivo
859736922566139905,"@idespocrlho Infelizmente, estás errada. Não é agora, sempre foi assim. Depois as relações acabam, é fácil perceber pq :)",positivo
859097124872609792,park sojin voce e linda e nao precisa mudar nada em voce pq voce e linda assim como voce e :(,negativo
859419071045042176,@GuaxinimGamer Ué .. Kkkk talvez ele percebeu seu desespero e resolveu ligar.. :),positivo
860468347154173953,"@VikyOficial Eu que faço aniversário e vc que ganha esse presente, Viky ô inveja boa aproveita por nós :)",positivo
859605835156254721,"@Gb_Alvesz É o tédio amigo, é o tédio :(",negativo
859202384077234176,Tô vendo o vídeo do Crone Ele voltou no hospital alguma coisa :),positivo
861016138280562688,Agosto.2017. :),positivo
859703259715514368,@baedobrien Vou sim :),positivo
859005778304348161,"@TarecaPlantier Bom dia , ah valente ! Bjs :)",positivo
858886030493188096,Oi fome vc dnv :),positivo
861240879683694592,espero que ele já tenha tirado essas lentes olha como os olhinhos dele ficam vermelhos :( https:t.cok7EknkrQ2a,negativo
859958786672349185,Poor uma :( https:t.coRPZfsnUrAn,negativo
860286639997935616,"@srtxwallace Oi linda, tô com muita saudade na espera dá visita que tu disse que ia me fazer :(",negativo
860781788066570240,MatheusLuan Nunca mais falei com o MatheusLuan :(,negativo
860289750414102529,@SofiaBGameiro Obrigado :(,negativo
859427003367378944,"@cacatuanuclear mas tem corpus christi em junho :) aqui corpus christi é feito junto com o do padroeiro da cidade, https:t.coQ7riINyX1p",positivo
861300686486724609,"@_RushNetwork_ Eu so builder, mas n tenho team :(",negativo
861196256898674689,"Vamos acordar, porque o sol não espera e o tempo não cansa. Ta com medo do que? Nunca foi fácil.  #Boomdia :)",positivo
860454127943507968,@kimhhansol eu te amo :),positivo
860811388079398912,Bom dia :) Um ótimo fim de semana para todos (clique de @karynashay) https:t.cofQlKcw55xr,positivo
859605824469168128,@BFFdaLana :( se é assim tudo bem,negativo
860618059622559744,só vai faltar a rafa :(,negativo
858913893426618368,@fa_ssa pior é esse filme da globo;;;;:(!,negativo
860796912227713024,"@youcandigtatz Eu tô na casa de uma amiga da minha mãe :) sim, é hoje, tô quase indo pro hotel da con já kkkk",positivo
